"REF_DATE","GEO","DGUID","Mortgages","Increases and decreases","Type of mortgage","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, farm mortgages","Dollars","81","millions","6","v36447","1.2.4.7","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36467","1.2.5.1","4995","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2065","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2910","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36433","1.2.5.6","20","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36448","1.2.5.7","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36468","1.2.6.1","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36483","1.2.6.3","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36498","1.2.6.4","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36434","1.2.6.6","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36449","1.2.6.7","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36469","1.2.7.1","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36484","1.2.7.3","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36499","1.2.7.4","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36435","1.2.7.6","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36450","1.2.7.7","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Total, mortgages","Dollars","81","millions","6","v36470","1.2.8.1","1277","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, insured","Dollars","81","millions","6","v36485","1.2.8.3","566","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, uninsured","Dollars","81","millions","6","v36500","1.2.8.4","629","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36436","1.2.8.6","73","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, farm mortgages","Dollars","81","millions","6","v36451","1.2.8.7","9","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Total, mortgages","Dollars","81","millions","6","v36471","1.2.9.1","18813","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, insured","Dollars","81","millions","6","v36486","1.2.9.3","5821","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, uninsured","Dollars","81","millions","6","v36422","1.2.9.4","12056","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36437","1.2.9.6","856","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, farm mortgages","Dollars","81","millions","6","v36452","1.2.9.7","80","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Total, mortgages","Dollars","81","millions","6","v36472","1.2.10.1","12327","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, insured","Dollars","81","millions","6","v36487","1.2.10.3","3505","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36423","1.2.10.4","8008","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36438","1.2.10.6","735","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36453","1.2.10.7","79","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Total, mortgages","Dollars","81","millions","6","v36473","1.2.11.1","4740","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, insured","Dollars","81","millions","6","v36488","1.2.11.3","1738","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, uninsured","Dollars","81","millions","6","v36424","1.2.11.4","2991","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36439","1.2.11.6","11","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, farm mortgages","Dollars","81","millions","6","v36454","1.2.11.7","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36474","1.2.12.1","4725","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","1737","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","2987","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36440","1.2.12.6","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36455","1.2.12.7","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36475","1.2.13.1","15","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36490","1.2.13.3","1","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36426","1.2.13.4","4","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36441","1.2.13.6","11","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36456","1.2.13.7","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36476","1.2.14.1","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36491","1.2.14.3","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36427","1.2.14.4","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36442","1.2.14.6","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36457","1.2.14.7","0","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Total, mortgages","Dollars","81","millions","6","v36477","1.2.15.1","1745","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, insured","Dollars","81","millions","6","v36492","1.2.15.3","578","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36428","1.2.15.4","1057","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36443","1.2.15.6","110","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36458","1.2.15.7","1","","","","0"
"1996-10","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36459","1.3.1.1","4110","","","","0"
"1996-10","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, residential mortgages","Dollars","81","millions","6","v36460","1.3.1.2","3383","","","","0"
"1996-10","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, non-residential mortgages","Dollars","81","millions","6","v36461","1.3.1.5","727","","","","0"
"1996-10","Canada","2016A000011124","Allowance for credit losses","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36462","1.4.1.1","607","","","","0"
"1997-01","Canada","2016A000011124","Total, mortgage loans outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36421","1.1.1.1","223150","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36463","1.2.1.1","219380","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, insured","Dollars","81","millions","6","v36478","1.2.1.3","73683","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36493","1.2.1.4","132400","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36429","1.2.1.6","11440","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36444","1.2.1.7","1858","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Total, mortgages","Dollars","81","millions","6","v36464","1.2.2.1","23614","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, insured","Dollars","81","millions","6","v36479","1.2.2.3","9372","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, uninsured","Dollars","81","millions","6","v36494","1.2.2.4","13402","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36430","1.2.2.6","632","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, farm mortgages","Dollars","81","millions","6","v36445","1.2.2.7","209","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Total, mortgages","Dollars","81","millions","6","v36465","1.2.3.1","15771","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, insured","Dollars","81","millions","6","v36480","1.2.3.3","5926","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36495","1.2.3.4","9164","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36431","1.2.3.6","482","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36446","1.2.3.7","199","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Total, mortgages","Dollars","81","millions","6","v36466","1.2.4.1","5670","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, insured","Dollars","81","millions","6","v36481","1.2.4.3","2497","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, uninsured","Dollars","81","millions","6","v36496","1.2.4.4","3160","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36432","1.2.4.6","13","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, farm mortgages","Dollars","81","millions","6","v36447","1.2.4.7","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36467","1.2.5.1","5670","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2497","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","3160","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36433","1.2.5.6","13","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36448","1.2.5.7","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36468","1.2.6.1","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36483","1.2.6.3","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36498","1.2.6.4","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36434","1.2.6.6","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36449","1.2.6.7","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36469","1.2.7.1","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36484","1.2.7.3","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36499","1.2.7.4","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36435","1.2.7.6","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36450","1.2.7.7","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Total, mortgages","Dollars","81","millions","6","v36470","1.2.8.1","2173","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, insured","Dollars","81","millions","6","v36485","1.2.8.3","948","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, uninsured","Dollars","81","millions","6","v36500","1.2.8.4","1078","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36436","1.2.8.6","138","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, farm mortgages","Dollars","81","millions","6","v36451","1.2.8.7","10","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Total, mortgages","Dollars","81","millions","6","v36471","1.2.9.1","19132","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, insured","Dollars","81","millions","6","v36486","1.2.9.3","6714","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, uninsured","Dollars","81","millions","6","v36422","1.2.9.4","11630","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36437","1.2.9.6","700","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, farm mortgages","Dollars","81","millions","6","v36452","1.2.9.7","87","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Total, mortgages","Dollars","81","millions","6","v36472","1.2.10.1","12385","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, insured","Dollars","81","millions","6","v36487","1.2.10.3","3429","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36423","1.2.10.4","8255","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36438","1.2.10.6","615","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36453","1.2.10.7","87","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Total, mortgages","Dollars","81","millions","6","v36473","1.2.11.1","5694","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, insured","Dollars","81","millions","6","v36488","1.2.11.3","2620","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, uninsured","Dollars","81","millions","6","v36424","1.2.11.4","3071","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36439","1.2.11.6","3","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, farm mortgages","Dollars","81","millions","6","v36454","1.2.11.7","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36474","1.2.12.1","5688","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","2620","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","3068","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36440","1.2.12.6","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36455","1.2.12.7","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36475","1.2.13.1","6","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36490","1.2.13.3","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36426","1.2.13.4","3","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36441","1.2.13.6","3","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36456","1.2.13.7","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36476","1.2.14.1","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36491","1.2.14.3","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36427","1.2.14.4","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36442","1.2.14.6","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36457","1.2.14.7","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Total, mortgages","Dollars","81","millions","6","v36477","1.2.15.1","1053","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, insured","Dollars","81","millions","6","v36492","1.2.15.3","666","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36428","1.2.15.4","305","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36443","1.2.15.6","82","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36458","1.2.15.7","0","","","","0"
"1997-01","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36459","1.3.1.1","4378","","","","0"
"1997-01","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, residential mortgages","Dollars","81","millions","6","v36460","1.3.1.2","3515","","","","0"
"1997-01","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, non-residential mortgages","Dollars","81","millions","6","v36461","1.3.1.5","863","","","","0"
"1997-01","Canada","2016A000011124","Allowance for credit losses","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36462","1.4.1.1","608","","","","0"
"1997-04","Canada","2016A000011124","Total, mortgage loans outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36421","1.1.1.1","228290","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36463","1.2.1.1","224371","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, insured","Dollars","81","millions","6","v36478","1.2.1.3","79029","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36493","1.2.1.4","131931","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36429","1.2.1.6","11384","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36444","1.2.1.7","2026","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Total, mortgages","Dollars","81","millions","6","v36464","1.2.2.1","23425","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, insured","Dollars","81","millions","6","v36479","1.2.2.3","10683","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, uninsured","Dollars","81","millions","6","v36494","1.2.2.4","11820","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36430","1.2.2.6","641","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, farm mortgages","Dollars","81","millions","6","v36445","1.2.2.7","280","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Total, mortgages","Dollars","81","millions","6","v36465","1.2.3.1","19304","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, insured","Dollars","81","millions","6","v36480","1.2.3.3","8135","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36495","1.2.3.4","10454","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36431","1.2.3.6","446","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36446","1.2.3.7","269","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Total, mortgages","Dollars","81","millions","6","v36466","1.2.4.1","2044","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, insured","Dollars","81","millions","6","v36481","1.2.4.3","1066","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, uninsured","Dollars","81","millions","6","v36496","1.2.4.4","858","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36432","1.2.4.6","120","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, farm mortgages","Dollars","81","millions","6","v36447","1.2.4.7","0","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36467","1.2.5.1","2044","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","1066","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","858","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36433","1.2.5.6","120","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36448","1.2.5.7","0","","","","0"
